,country_name,state_name,Zip,As of Date,health_risk_type_description,toxin_type_name,toxin_type_cd,toxin_limit_unit,toxin_limit_value,utility_id
14540,Windham,Vermont,50025,2020-12-31,"Liver, kidney, or central nervous system problems; increased risk of cancer",TTHM,2950,MG/L,0.080000000000000002,IA8300184
14541,Windham,Vermont,50025,2020-12-31,Bone disease (pain and tenderness of the bones); children may get mottled teeth,FLUORIDE,1025,MG/L,4,IA1400902
14542,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,COMBINED RADIUM (-226 & -228),4010,pCi/L,5,IA1415072
14543,Windham,Vermont,50025,2020-12-31,,RADIUM-226,4020,MG/L,0,IA1415072
14544,Windham,Vermont,50025,2020-12-31,,RADIUM-228,4030,MG/L,0,IA1415072
14545,Windham,Vermont,50025,2020-12-31,Cataracts,DIQUAT,2032,MG/L,0.02,IA1415072
14546,Windham,Vermont,50025,2020-12-31,Kidney problems; reproductive difficulties,GLYPHOSATE,2034,MG/L,0.69999999999999996,IA1415072
14547,Windham,Vermont,50025,2020-12-31,"Weight loss, liver problems, or possible reproductive difficulties",DI(2-ETHYLHEXYL) ADIPATE,2035,MG/L,0.40000000000000002,IA1415072
14548,Windham,Vermont,50025,2020-12-31,Problems with blood,SIMAZINE,2037,MG/L,0.0040000000000000001,IA1415072
14549,Windham,Vermont,50025,2020-12-31,Reproductive difficulties; liver problems; increased risk of cancer,DI(2-ETHYLHEXYL) PHTHALATE,2039,MG/L,0.0060000000000000001,IA1415072
14550,Windham,Vermont,50025,2020-12-31,Liver problems,PICLORAM,2040,MG/L,0.5,IA1415072
14551,Windham,Vermont,50025,2020-12-31,Cardiovascular system or reproductive problems,ATRAZINE,2050,MG/L,0.0030000000000000001,IA1415072
14552,Windham,Vermont,50025,2020-12-31,"Kidney, liver, or adrenal gland problems","2,4-D",2105,MG/L,0.070000000000000007,IA1415072
14553,Windham,Vermont,50025,2020-12-31,Liver or kidney problems; increased cancer risk,PENTACHLOROPHENOL,2326,MG/L,0.001,IA1415072
14554,Windham,Vermont,50025,2020-12-31,Changes in adrenal glands,"1,2,4-TRICHLOROBENZENE",2378,MG/L,0.070000000000000007,IA1415072
14555,Windham,Vermont,50025,2020-12-31,Liver problems,"CIS-1,2-DICHLOROETHYLENE",2380,MG/L,0.070000000000000007,IA1415072
14556,Windham,Vermont,50025,2020-12-31,Nervous system damage,"XYLENES, TOTAL",2955,MG/L,10,IA1415072
14557,Windham,Vermont,50025,2020-12-31,Liver problems; increased risk of cancer,DICHLOROMETHANE,2964,MG/L,0.0050000000000000001,IA1415072
14558,Windham,Vermont,50025,2020-12-31,"Liver, kidney, or circulatory system problems",O-DICHLOROBENZENE,2968,MG/L,0.59999999999999998,IA1415072
14559,Windham,Vermont,50025,2020-12-31,"Anemia; liver, kidney, or spleen damage; changes in blood",P-DICHLOROBENZENE,2969,MG/L,0.074999999999999997,IA1415072
14560,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,VINYL CHLORIDE,2976,MG/L,0.002,IA1415072
14561,Windham,Vermont,50025,2020-12-31,Liver problems,"1,1-DICHLOROETHYLENE",2977,MG/L,0.0070000000000000001,IA1415072
14562,Windham,Vermont,50025,2020-12-31,Liver problems,"TRANS-1,2-DICHLOROETHYLENE",2979,MG/L,0.10000000000000001,IA1415072
14563,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,"1,2-DICHLOROETHANE",2980,MG/L,0.0050000000000000001,IA1415072
14564,Windham,Vermont,50025,2020-12-31,"Liver, nervous system, or circulatory problems","1,1,1-TRICHLOROETHANE",2981,MG/L,0.20000000000000001,IA1415072
14565,Windham,Vermont,50025,2020-12-31,Liver problems; increased risk of cancer,CARBON TETRACHLORIDE,2982,MG/L,0.0050000000000000001,IA1415072
14566,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,"1,2-DICHLOROPROPANE",2983,MG/L,0.0050000000000000001,IA1415072
14567,Windham,Vermont,50025,2020-12-31,Liver problems; increased risk of cancer,TRICHLOROETHYLENE,2984,MG/L,0.0050000000000000001,IA1415072
14568,Windham,Vermont,50025,2020-12-31,"Liver, kidney, or immune system problems","1,1,2-TRICHLOROETHANE",2985,MG/L,0.0050000000000000001,IA1415072
14569,Windham,Vermont,50025,2020-12-31,Liver problems; increased risk of cancer,TETRACHLOROETHYLENE,2987,MG/L,0.0050000000000000001,IA1415072
14570,Windham,Vermont,50025,2020-12-31,Liver or kidney problems,CHLOROBENZENE,2989,MG/L,0.10000000000000001,IA1415072
14571,Windham,Vermont,50025,2020-12-31,Anemia; decrease in blood platelets; increased risk of cancer,BENZENE,2990,MG/L,0.0050000000000000001,IA1415072
14572,Windham,Vermont,50025,2020-12-31,"Nervous system, kidney, or liver problems",TOLUENE,2991,MG/L,1,IA1415072
14573,Windham,Vermont,50025,2020-12-31,Liver or kidney problems,ETHYLBENZENE,2992,MG/L,0.69999999999999996,IA1415072
14574,Windham,Vermont,50025,2020-12-31,"Liver, kidney, or circulatory system problems",STYRENE,2996,MG/L,0.10000000000000001,IA1415072
14575,Windham,Vermont,50025,2020-12-31,Short-term exposure: Gastrointestinal distress. Long- term exposure: Liver or kidney damage. People with Wilson’s Disease should consult their personal doctor if the amount of copper in their water exceeds the action level,"COPPER, FREE",1022,TT; Action Level=1.3,1.3,IA8335029
14576,Windham,Vermont,50025,2020-12-31,Infants and children: Delays in physical or mental development; children could show slight deficits in attention span and learning abilities; Adults: Kidney problems; high blood pressure,LEAD,1030,TT; Action Level,0.014999999999999999,IA8335029
14577,Windham,Vermont,50025,2020-12-31,"Skin damage or problems with circulatory systems, and may have increased risk of getting cancer",ARSENIC,1005,MG/L,0.01,IA1415072
14578,Windham,Vermont,50025,2020-12-31,"Infants below the age of six months who drink water containing nitrate in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRATE,1040,MG/L,10,IA1415072
14579,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,TOTAL HALOACETIC ACIDS (HAA5),2456,MG/L,0.059999999999999998,IA8335029
14580,Windham,Vermont,50025,2020-12-31,"Liver, kidney, or central nervous system problems; increased risk of cancer",TTHM,2950,MG/L,0.080000000000000002,IA8300184
14581,Windham,Vermont,50025,2020-12-31,Bone disease (pain and tenderness of the bones); children may get mottled teeth,FLUORIDE,1025,MG/L,4,IA1400902
14582,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,COMBINED RADIUM (-226 & -228),4010,pCi/L,5,IA1415072
14583,Windham,Vermont,50025,2020-12-31,,RADIUM-226,4020,MG/L,0,IA1415072
14584,Windham,Vermont,50025,2020-12-31,,RADIUM-228,4030,MG/L,0,IA1415072
14585,Windham,Vermont,50025,2020-12-31,Cataracts,DIQUAT,2032,MG/L,0.02,IA1415072
14586,Windham,Vermont,50025,2020-12-31,Kidney problems; reproductive difficulties,GLYPHOSATE,2034,MG/L,0.69999999999999996,IA1415072
14587,Windham,Vermont,50025,2020-12-31,"Weight loss, liver problems, or possible reproductive difficulties",DI(2-ETHYLHEXYL) ADIPATE,2035,MG/L,0.40000000000000002,IA1415072
14588,Windham,Vermont,50025,2020-12-31,Problems with blood,SIMAZINE,2037,MG/L,0.0040000000000000001,IA1415072
14589,Windham,Vermont,50025,2020-12-31,Reproductive difficulties; liver problems; increased risk of cancer,DI(2-ETHYLHEXYL) PHTHALATE,2039,MG/L,0.0060000000000000001,IA1415072
14590,Windham,Vermont,50025,2020-12-31,Liver problems,PICLORAM,2040,MG/L,0.5,IA1415072
14591,Windham,Vermont,50025,2020-12-31,Cardiovascular system or reproductive problems,ATRAZINE,2050,MG/L,0.0030000000000000001,IA1415072
14592,Windham,Vermont,50025,2020-12-31,"Kidney, liver, or adrenal gland problems","2,4-D",2105,MG/L,0.070000000000000007,IA1415072
14593,Windham,Vermont,50025,2020-12-31,Liver or kidney problems; increased cancer risk,PENTACHLOROPHENOL,2326,MG/L,0.001,IA1415072
14594,Windham,Vermont,50025,2020-12-31,Changes in adrenal glands,"1,2,4-TRICHLOROBENZENE",2378,MG/L,0.070000000000000007,IA1415072
14595,Windham,Vermont,50025,2020-12-31,Liver problems,"CIS-1,2-DICHLOROETHYLENE",2380,MG/L,0.070000000000000007,IA1415072
14596,Windham,Vermont,50025,2020-12-31,Nervous system damage,"XYLENES, TOTAL",2955,MG/L,10,IA1415072
14597,Windham,Vermont,50025,2020-12-31,Liver problems; increased risk of cancer,DICHLOROMETHANE,2964,MG/L,0.0050000000000000001,IA1415072
14598,Windham,Vermont,50025,2020-12-31,"Liver, kidney, or circulatory system problems",O-DICHLOROBENZENE,2968,MG/L,0.59999999999999998,IA1415072
14599,Windham,Vermont,50025,2020-12-31,"Anemia; liver, kidney, or spleen damage; changes in blood",P-DICHLOROBENZENE,2969,MG/L,0.074999999999999997,IA1415072
14600,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,VINYL CHLORIDE,2976,MG/L,0.002,IA1415072
14601,Windham,Vermont,50025,2020-12-31,Liver problems,"1,1-DICHLOROETHYLENE",2977,MG/L,0.0070000000000000001,IA1415072
14602,Windham,Vermont,50025,2020-12-31,Liver problems,"TRANS-1,2-DICHLOROETHYLENE",2979,MG/L,0.10000000000000001,IA1415072
14603,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,"1,2-DICHLOROETHANE",2980,MG/L,0.0050000000000000001,IA1415072
14604,Windham,Vermont,50025,2020-12-31,"Liver, nervous system, or circulatory problems","1,1,1-TRICHLOROETHANE",2981,MG/L,0.20000000000000001,IA1415072
14605,Windham,Vermont,50025,2020-12-31,Liver problems; increased risk of cancer,CARBON TETRACHLORIDE,2982,MG/L,0.0050000000000000001,IA1415072
14606,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,"1,2-DICHLOROPROPANE",2983,MG/L,0.0050000000000000001,IA1415072
14607,Windham,Vermont,50025,2020-12-31,Liver problems; increased risk of cancer,TRICHLOROETHYLENE,2984,MG/L,0.0050000000000000001,IA1415072
14608,Windham,Vermont,50025,2020-12-31,"Liver, kidney, or immune system problems","1,1,2-TRICHLOROETHANE",2985,MG/L,0.0050000000000000001,IA1415072
14609,Windham,Vermont,50025,2020-12-31,Liver problems; increased risk of cancer,TETRACHLOROETHYLENE,2987,MG/L,0.0050000000000000001,IA1415072
14610,Windham,Vermont,50025,2020-12-31,Liver or kidney problems,CHLOROBENZENE,2989,MG/L,0.10000000000000001,IA1415072
14611,Windham,Vermont,50025,2020-12-31,Anemia; decrease in blood platelets; increased risk of cancer,BENZENE,2990,MG/L,0.0050000000000000001,IA1415072
14612,Windham,Vermont,50025,2020-12-31,"Nervous system, kidney, or liver problems",TOLUENE,2991,MG/L,1,IA1415072
14613,Windham,Vermont,50025,2020-12-31,Liver or kidney problems,ETHYLBENZENE,2992,MG/L,0.69999999999999996,IA1415072
14614,Windham,Vermont,50025,2020-12-31,"Liver, kidney, or circulatory system problems",STYRENE,2996,MG/L,0.10000000000000001,IA1415072
14615,Windham,Vermont,50025,2020-12-31,Short-term exposure: Gastrointestinal distress. Long- term exposure: Liver or kidney damage. People with Wilson’s Disease should consult their personal doctor if the amount of copper in their water exceeds the action level,"COPPER, FREE",1022,TT; Action Level=1.3,1.3,IA8335029
14616,Windham,Vermont,50025,2020-12-31,Infants and children: Delays in physical or mental development; children could show slight deficits in attention span and learning abilities; Adults: Kidney problems; high blood pressure,LEAD,1030,TT; Action Level,0.014999999999999999,IA8335029
14617,Windham,Vermont,50025,2020-12-31,"Skin damage or problems with circulatory systems, and may have increased risk of getting cancer",ARSENIC,1005,MG/L,0.01,IA1415072
14618,Windham,Vermont,50025,2020-12-31,"Infants below the age of six months who drink water containing nitrate in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRATE,1040,MG/L,10,IA1415072
14619,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,TOTAL HALOACETIC ACIDS (HAA5),2456,MG/L,0.059999999999999998,IA8335029
14620,Windham,Vermont,50025,2020-12-31,"Liver, kidney, or central nervous system problems; increased risk of cancer",TTHM,2950,MG/L,0.080000000000000002,IA8300184
14621,Windham,Vermont,50025,2020-12-31,Bone disease (pain and tenderness of the bones); children may get mottled teeth,FLUORIDE,1025,MG/L,4,IA1400902
14622,Bennington,Vermont,50003,2020-12-31,"Skin damage or problems with circulatory systems, and may have increased risk of getting cancer",ARSENIC,1005,MG/L,0.01,IA7785007
14623,Bennington,Vermont,50003,2020-12-31,Increase in blood pressure,BARIUM,1010,MG/L,2,IA7785007
14624,Bennington,Vermont,50003,2020-12-31,Kidney damage,CADMIUM,1015,MG/L,0.0050000000000000001,IA7785007
14625,Bennington,Vermont,50003,2020-12-31,Allergic dermatitis,CHROMIUM,1020,MG/L,0.10000000000000001,IA7785007
14626,Bennington,Vermont,50003,2020-12-31,Nerve damage or thyroid problems,CYANIDE,1024,MG/L,0.20000000000000001,IA7785007
14627,Bennington,Vermont,50003,2020-12-31,Bone disease (pain and tenderness of the bones); children may get mottled teeth,FLUORIDE,1025,MG/L,4,IA7785007
14628,Bennington,Vermont,50003,2020-12-31,Kidney damage,MERCURY,1035,MG/L,0.002,IA7785007
14629,Bennington,Vermont,50003,2020-12-31,Hair or fingernail loss; numbness in fingers or toes; circulatory problems,SELENIUM,1045,MG/L,0.050000000000000003,IA7785007
14630,Bennington,Vermont,50003,2020-12-31,Increase in blood cholesterol; decrease in blood sugar,"ANTIMONY, TOTAL",1074,MG/L,0.0060000000000000001,IA7785007
14631,Bennington,Vermont,50003,2020-12-31,Intestinal lesions,"BERYLLIUM, TOTAL",1075,MG/L,0.0040000000000000001,IA7785007
14632,Bennington,Vermont,50003,2020-12-31,"Hair loss; changes in blood; kidney, intestine, or liver problems","THALLIUM, TOTAL",1085,MG/L,0.002,IA7785007
14633,Bennington,Vermont,50003,2020-12-31,Cataracts,DIQUAT,2032,MG/L,0.02,IA7785007
14634,Bennington,Vermont,50003,2020-12-31,Kidney problems; reproductive difficulties,GLYPHOSATE,2034,MG/L,0.69999999999999996,IA7785007
14635,Bennington,Vermont,50003,2020-12-31,"Weight loss, liver problems, or possible reproductive difficulties",DI(2-ETHYLHEXYL) ADIPATE,2035,MG/L,0.40000000000000002,IA7785007
14636,Bennington,Vermont,50003,2020-12-31,Problems with blood,SIMAZINE,2037,MG/L,0.0040000000000000001,IA7785007
14637,Bennington,Vermont,50003,2020-12-31,Reproductive difficulties; liver problems; increased risk of cancer,DI(2-ETHYLHEXYL) PHTHALATE,2039,MG/L,0.0060000000000000001,IA7785007
14638,Bennington,Vermont,50003,2020-12-31,Liver problems,PICLORAM,2040,MG/L,0.5,IA7785007
14639,Bennington,Vermont,50003,2020-12-31,Cardiovascular system or reproductive problems,ATRAZINE,2050,MG/L,0.0030000000000000001,IA7785007
14640,Bennington,Vermont,50003,2020-12-31,"Kidney, liver, or adrenal gland problems","2,4-D",2105,MG/L,0.070000000000000007,IA7785007
14641,Bennington,Vermont,50003,2020-12-31,Liver or kidney problems; increased cancer risk,PENTACHLOROPHENOL,2326,MG/L,0.001,IA7785007
14642,Bennington,Vermont,50003,2020-12-31,"Infants below the age of six months who drink water containing nitrate in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRATE,1040,MG/L,10,IA2561036
14643,Bennington,Vermont,50003,2020-12-31,Liver problems,"CIS-1,2-DICHLOROETHYLENE",2380,MG/L,0.070000000000000007,IA7785007
14644,Bennington,Vermont,50003,2020-12-31,Increased risk of cancer,VINYL CHLORIDE,2976,MG/L,0.002,IA7785007
14645,Bennington,Vermont,50003,2020-12-31,"Infants below the age of six months who drink water containing nitrite in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRITE,1041,MG/L,1,IA2573701
14646,Bennington,Vermont,50003,2020-12-31,Short-term exposure: Gastrointestinal distress. Long- term exposure: Liver or kidney damage. People with Wilson’s Disease should consult their personal doctor if the amount of copper in their water exceeds the action level,"COPPER, FREE",1022,TT; Action Level=1.3,1.3,IA2503003
14647,Bennington,Vermont,50003,2020-12-31,Infants and children: Delays in physical or mental development; children could show slight deficits in attention span and learning abilities; Adults: Kidney problems; high blood pressure,LEAD,1030,TT; Action Level,0.014999999999999999,IA2503003
14648,Bennington,Vermont,50003,2020-12-31,Increased risk of cancer,TOTAL HALOACETIC ACIDS (HAA5),2456,MG/L,0.059999999999999998,IA2503003
14649,Bennington,Vermont,50003,2020-12-31,"Liver, kidney, or central nervous system problems; increased risk of cancer",TTHM,2950,MG/L,0.080000000000000002,IA2503003
14650,Bennington,Vermont,50003,2020-12-31,"Skin damage or problems with circulatory systems, and may have increased risk of getting cancer",ARSENIC,1005,MG/L,0.01,IA7785007
14651,Bennington,Vermont,50003,2020-12-31,Increase in blood pressure,BARIUM,1010,MG/L,2,IA7785007
14652,Bennington,Vermont,50003,2020-12-31,Kidney damage,CADMIUM,1015,MG/L,0.0050000000000000001,IA7785007
14653,Bennington,Vermont,50003,2020-12-31,Allergic dermatitis,CHROMIUM,1020,MG/L,0.10000000000000001,IA7785007
14654,Bennington,Vermont,50003,2020-12-31,Nerve damage or thyroid problems,CYANIDE,1024,MG/L,0.20000000000000001,IA7785007
14655,Bennington,Vermont,50003,2020-12-31,Bone disease (pain and tenderness of the bones); children may get mottled teeth,FLUORIDE,1025,MG/L,4,IA7785007
14656,Bennington,Vermont,50003,2020-12-31,Kidney damage,MERCURY,1035,MG/L,0.002,IA7785007
14657,Bennington,Vermont,50003,2020-12-31,Hair or fingernail loss; numbness in fingers or toes; circulatory problems,SELENIUM,1045,MG/L,0.050000000000000003,IA7785007
14658,Bennington,Vermont,50003,2020-12-31,Increase in blood cholesterol; decrease in blood sugar,"ANTIMONY, TOTAL",1074,MG/L,0.0060000000000000001,IA7785007
14659,Bennington,Vermont,50003,2020-12-31,Intestinal lesions,"BERYLLIUM, TOTAL",1075,MG/L,0.0040000000000000001,IA7785007
14660,Bennington,Vermont,50003,2020-12-31,"Hair loss; changes in blood; kidney, intestine, or liver problems","THALLIUM, TOTAL",1085,MG/L,0.002,IA7785007
14661,Bennington,Vermont,50003,2020-12-31,Cataracts,DIQUAT,2032,MG/L,0.02,IA7785007
14662,Bennington,Vermont,50003,2020-12-31,Kidney problems; reproductive difficulties,GLYPHOSATE,2034,MG/L,0.69999999999999996,IA7785007
14663,Bennington,Vermont,50003,2020-12-31,"Weight loss, liver problems, or possible reproductive difficulties",DI(2-ETHYLHEXYL) ADIPATE,2035,MG/L,0.40000000000000002,IA7785007
14664,Bennington,Vermont,50003,2020-12-31,Problems with blood,SIMAZINE,2037,MG/L,0.0040000000000000001,IA7785007
14665,Bennington,Vermont,50003,2020-12-31,Reproductive difficulties; liver problems; increased risk of cancer,DI(2-ETHYLHEXYL) PHTHALATE,2039,MG/L,0.0060000000000000001,IA7785007
14666,Bennington,Vermont,50003,2020-12-31,Liver problems,PICLORAM,2040,MG/L,0.5,IA7785007
14667,Bennington,Vermont,50003,2020-12-31,Cardiovascular system or reproductive problems,ATRAZINE,2050,MG/L,0.0030000000000000001,IA7785007
14668,Bennington,Vermont,50003,2020-12-31,"Kidney, liver, or adrenal gland problems","2,4-D",2105,MG/L,0.070000000000000007,IA7785007
14669,Bennington,Vermont,50003,2020-12-31,Liver or kidney problems; increased cancer risk,PENTACHLOROPHENOL,2326,MG/L,0.001,IA7785007
14670,Bennington,Vermont,50003,2020-12-31,"Infants below the age of six months who drink water containing nitrate in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRATE,1040,MG/L,10,IA2561036
14671,Bennington,Vermont,50003,2020-12-31,Liver problems,"CIS-1,2-DICHLOROETHYLENE",2380,MG/L,0.070000000000000007,IA7785007
14672,Bennington,Vermont,50003,2020-12-31,Increased risk of cancer,VINYL CHLORIDE,2976,MG/L,0.002,IA7785007
14673,Bennington,Vermont,50003,2020-12-31,"Infants below the age of six months who drink water containing nitrite in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRITE,1041,MG/L,1,IA2573701
14674,Bennington,Vermont,50003,2020-12-31,Short-term exposure: Gastrointestinal distress. Long- term exposure: Liver or kidney damage. People with Wilson’s Disease should consult their personal doctor if the amount of copper in their water exceeds the action level,"COPPER, FREE",1022,TT; Action Level=1.3,1.3,IA2503003
14675,Bennington,Vermont,50003,2020-12-31,Infants and children: Delays in physical or mental development; children could show slight deficits in attention span and learning abilities; Adults: Kidney problems; high blood pressure,LEAD,1030,TT; Action Level,0.014999999999999999,IA2503003
14676,Bennington,Vermont,50003,2020-12-31,Increased risk of cancer,TOTAL HALOACETIC ACIDS (HAA5),2456,MG/L,0.059999999999999998,IA2503003
14677,Bennington,Vermont,50003,2020-12-31,"Liver, kidney, or central nervous system problems; increased risk of cancer",TTHM,2950,MG/L,0.080000000000000002,IA2503003
14678,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,COMBINED RADIUM (-226 & -228),4010,pCi/L,5,IA1415072
14679,Windham,Vermont,50025,2020-12-31,,RADIUM-226,4020,MG/L,0,IA1415072
14680,Windham,Vermont,50025,2020-12-31,,RADIUM-228,4030,MG/L,0,IA1415072
14681,Windham,Vermont,50025,2020-12-31,Cataracts,DIQUAT,2032,MG/L,0.02,IA1415072
14682,Windham,Vermont,50025,2020-12-31,Kidney problems; reproductive difficulties,GLYPHOSATE,2034,MG/L,0.69999999999999996,IA1415072
14683,Windham,Vermont,50025,2020-12-31,"Weight loss, liver problems, or possible reproductive difficulties",DI(2-ETHYLHEXYL) ADIPATE,2035,MG/L,0.40000000000000002,IA1415072
14684,Windham,Vermont,50025,2020-12-31,Problems with blood,SIMAZINE,2037,MG/L,0.0040000000000000001,IA1415072
14685,Windham,Vermont,50025,2020-12-31,Reproductive difficulties; liver problems; increased risk of cancer,DI(2-ETHYLHEXYL) PHTHALATE,2039,MG/L,0.0060000000000000001,IA1415072
14686,Windham,Vermont,50025,2020-12-31,Liver problems,PICLORAM,2040,MG/L,0.5,IA1415072
14687,Windham,Vermont,50025,2020-12-31,Cardiovascular system or reproductive problems,ATRAZINE,2050,MG/L,0.0030000000000000001,IA1415072
14688,Windham,Vermont,50025,2020-12-31,"Kidney, liver, or adrenal gland problems","2,4-D",2105,MG/L,0.070000000000000007,IA1415072
14689,Windham,Vermont,50025,2020-12-31,Liver or kidney problems; increased cancer risk,PENTACHLOROPHENOL,2326,MG/L,0.001,IA1415072
14690,Windham,Vermont,50025,2020-12-31,Changes in adrenal glands,"1,2,4-TRICHLOROBENZENE",2378,MG/L,0.070000000000000007,IA1415072
14691,Windham,Vermont,50025,2020-12-31,Liver problems,"CIS-1,2-DICHLOROETHYLENE",2380,MG/L,0.070000000000000007,IA1415072
14692,Windham,Vermont,50025,2020-12-31,Nervous system damage,"XYLENES, TOTAL",2955,MG/L,10,IA1415072
14693,Windham,Vermont,50025,2020-12-31,Liver problems; increased risk of cancer,DICHLOROMETHANE,2964,MG/L,0.0050000000000000001,IA1415072
14694,Windham,Vermont,50025,2020-12-31,"Liver, kidney, or circulatory system problems",O-DICHLOROBENZENE,2968,MG/L,0.59999999999999998,IA1415072
14695,Windham,Vermont,50025,2020-12-31,"Anemia; liver, kidney, or spleen damage; changes in blood",P-DICHLOROBENZENE,2969,MG/L,0.074999999999999997,IA1415072
14696,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,VINYL CHLORIDE,2976,MG/L,0.002,IA1415072
14697,Windham,Vermont,50025,2020-12-31,Liver problems,"1,1-DICHLOROETHYLENE",2977,MG/L,0.0070000000000000001,IA1415072
14698,Windham,Vermont,50025,2020-12-31,Liver problems,"TRANS-1,2-DICHLOROETHYLENE",2979,MG/L,0.10000000000000001,IA1415072
14699,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,"1,2-DICHLOROETHANE",2980,MG/L,0.0050000000000000001,IA1415072
14700,Windham,Vermont,50025,2020-12-31,"Liver, nervous system, or circulatory problems","1,1,1-TRICHLOROETHANE",2981,MG/L,0.20000000000000001,IA1415072
14701,Windham,Vermont,50025,2020-12-31,Liver problems; increased risk of cancer,CARBON TETRACHLORIDE,2982,MG/L,0.0050000000000000001,IA1415072
14702,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,"1,2-DICHLOROPROPANE",2983,MG/L,0.0050000000000000001,IA1415072
14703,Windham,Vermont,50025,2020-12-31,Liver problems; increased risk of cancer,TRICHLOROETHYLENE,2984,MG/L,0.0050000000000000001,IA1415072
14704,Windham,Vermont,50025,2020-12-31,"Liver, kidney, or immune system problems","1,1,2-TRICHLOROETHANE",2985,MG/L,0.0050000000000000001,IA1415072
14705,Windham,Vermont,50025,2020-12-31,Liver problems; increased risk of cancer,TETRACHLOROETHYLENE,2987,MG/L,0.0050000000000000001,IA1415072
14706,Windham,Vermont,50025,2020-12-31,Liver or kidney problems,CHLOROBENZENE,2989,MG/L,0.10000000000000001,IA1415072
14707,Windham,Vermont,50025,2020-12-31,Anemia; decrease in blood platelets; increased risk of cancer,BENZENE,2990,MG/L,0.0050000000000000001,IA1415072
14708,Windham,Vermont,50025,2020-12-31,"Nervous system, kidney, or liver problems",TOLUENE,2991,MG/L,1,IA1415072
14709,Windham,Vermont,50025,2020-12-31,Liver or kidney problems,ETHYLBENZENE,2992,MG/L,0.69999999999999996,IA1415072
14710,Windham,Vermont,50025,2020-12-31,"Liver, kidney, or circulatory system problems",STYRENE,2996,MG/L,0.10000000000000001,IA1415072
14711,Windham,Vermont,50025,2020-12-31,Short-term exposure: Gastrointestinal distress. Long- term exposure: Liver or kidney damage. People with Wilson’s Disease should consult their personal doctor if the amount of copper in their water exceeds the action level,"COPPER, FREE",1022,TT; Action Level=1.3,1.3,IA8335029
14712,Windham,Vermont,50025,2020-12-31,Infants and children: Delays in physical or mental development; children could show slight deficits in attention span and learning abilities; Adults: Kidney problems; high blood pressure,LEAD,1030,TT; Action Level,0.014999999999999999,IA8335029
14713,Windham,Vermont,50025,2020-12-31,"Skin damage or problems with circulatory systems, and may have increased risk of getting cancer",ARSENIC,1005,MG/L,0.01,IA1415072
14714,Windham,Vermont,50025,2020-12-31,"Infants below the age of six months who drink water containing nitrate in excess of the MCL could become seriously ill and, if untreated, may die. Symptoms include shortness of breath and blue-baby syndrome.",NITRATE,1040,MG/L,10,IA1415072
14715,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,TOTAL HALOACETIC ACIDS (HAA5),2456,MG/L,0.059999999999999998,IA8335029
14716,Windham,Vermont,50025,2020-12-31,"Liver, kidney, or central nervous system problems; increased risk of cancer",TTHM,2950,MG/L,0.080000000000000002,IA8300184
14717,Windham,Vermont,50025,2020-12-31,Bone disease (pain and tenderness of the bones); children may get mottled teeth,FLUORIDE,1025,MG/L,4,IA1400902
14718,Windham,Vermont,50025,2020-12-31,Increased risk of cancer,COMBINED RADIUM (-226 & -228),4010,pCi/L,5,IA1415072
14719,Windham,Vermont,50025,2020-12-31,,RADIUM-226,4020,MG/L,0,IA1415072
14720,Windham,Vermont,50025,2020-12-31,,RADIUM-228,4030,MG/L,0,IA1415072
14721,Windham,Vermont,50025,2020-12-31,Cataracts,DIQUAT,2032,MG/L,0.02,IA1415072
14722,Windham,Vermont,50025,2020-12-31,Kidney problems; reproductive difficulties,GLYPHOSATE,2034,MG/L,0.69999999999999996,IA1415072
14723,Windham,Vermont,50025,2020-12-31,"Weight loss, liver problems, or possible reproductive difficulties",DI(2-ETHYLHEXYL) ADIPATE,2035,MG/L,0.40000000000000002,IA1415072
14724,Windham,Vermont,50025,2020-12-31,Problems with blood,SIMAZINE,2037,MG/L,0.0040000000000000001,IA1415072
